	token	coref	ner
5004	kunnen	O	O
5005	zijn	O	O
5006	,	O	O
5007	zoals	O	O
5008	ook	O	O
5009	in	O	O
5010	andere	(1043	O
5011	gemeenten	1043)	O
5012	het	(1044	O
5013	geval	1044)	O
5014	is	O	O
5015	.	O	O
5016	Maar	O	O
5017	zijn	(1045)|(1046	O
5018	fractie	1046)	O
5019	vindt	O	O
5020	het	(1047)	O
5021	wel	O	O
5022	heel	O	O
5023	belangrijk	O	O
5024	dat	O	O
5025	er	O	O
5026	niet	O	O
5027	een	(1048	O
5028	plan	O	O
5029	gemaakt	O	O
5030	wordt	O	O
5031	waarvan	O	O
5032	over	O	O
5033	een	(1049	O
5034	paar	O	O
5035	jaar	1049)	O
5036	weer	O	O
5037	moet	O	O
5038	worden	O	O
5039	vastgesteld	O	O
5040	dat	O	O
5041	het	(1050)	O
5042	onhaalbaar	O	O
5043	is	1048)	O
5044	.	O	O
5045	De	(771	O
5046	ambities	771)	O
5047	moeten	O	O
5048	hoog	O	O
5049	,	O	O
5050	maar	O	O
5051	wel	O	O
5052	realistisch	O	O
5053	zijn	O	O
5054	.	O	O
5055	Het	(1051)	O
5056	moet	O	O
5057	nu	O	O
5058	niet	O	O
5059	ingewikkelder	O	O
5060	gemaakt	O	O
5061	worden	O	O
5062	door	O	O
5063	er	O	O
5064	allerlei	(1052	O
5065	andere	O	O
5066	dingen	1052)	O
5067	in	O	O
5068	te	O	O
5069	fietsen	O	O
5070	.	O	O
5071	De	(1054|(1053	O
5072	heer	O	O
5073	Van	O	B-PER
5074	Heuven	1053)	E-PER
5075	(	O	O
5076	PvdD	1054)|(358)	O
5077	)	O	O
5078	stelt	O	O
5079	dat	O	O
5080	de	(1055	O
5081	gevolgen	O	O
5082	van	O	O
5083	de	(844	O
5084	klimaatcrisis	844)|1055)	O
5085	zichtbaar	O	O
5086	zijn	O	O
5087	,	O	O
5088	ook	(1057|(1056	O
5089	deze	O	O
5090	zomer	1056)	O
5091	weer	1057)	O
5092	.	O	O
5093	Dan	O	O
5094	moet	O	O
5095	er	O	O
5096	toch	O	O
5097	geen	(1058	O
5098	water	1058)	O
5099	bij	O	O
5100	de	(1059	O
5101	wijn	1059)	O
5102	gedaan	O	O
5103	worden	O	O
5104	?	O	O
5105	De	(765	O
5106	heer	O	O
5107	Dekkers	O	S-PER
5108	(	O	O
5109	GroenLinks	765)|(368)	O
5110	)	O	O
5111	antwoordt	O	O
5112	dat	O	O
5113	GroenLinks	(368)	O
5114	geen	(1060	O
5115	water	1060)	O
5116	bij	O	O
5117	de	(1059	O
5118	wijn	1059)	O
5119	wil	O	O
5120	doen	O	O
5121	.	O	O
5122	Ze	(1061)	O
5123	wil	O	O
5124	dat	O	O
5125	er	O	O
5126	heel	(1062	O
5127	klare	O	O
5128	wijn	1062)	O
5129	gemaakt	O	O
5130	wordt	O	O
5131	.	O	O
5132	Maar	O	O
5133	de	(1063	O
5134	ambities	O	O
5135	die	O	O
5136	worden	O	O
5137	gesteld	1063)	O
5138	,	O	O
5139	moeten	O	O
5140	ook	O	O
5141	gerealiseerd	O	O
5142	kunnen	O	O
5143	worden	O	O
5144	.	O	O
5145	De	(1065|(1064	O
5146	heer	O	O
5147	Van	O	B-PER
5148	Heuven	1064)	E-PER
5149	(	O	O
5150	PvdD	1065)|(358)	O
5151	)	O	O
5152	stelt	O	O
5153	vast	O	O
5154	dat	O	O
5155	GroenLinks	(368)	O
5156	halfbakken	(1066	O
5157	wijn	1066)	O
5158	voorstelt	O	O
5159	.	O	O
5160	Daarmee	O	O
5161	wordt	O	O
5162	de	(844	O
5163	energiecrisis	844)	O
5164	niet	O	O
5165	bestreden	O	O
5166	,	O	O
5167	maar	O	O
5168	wordt	O	O
5169	in	O	O
5170	2040	(1067)	O
5171	niet-energieneutraal	O	O
5172	vastgoed	O	O
5173	opgeleverd	O	O
5174	.	O	O
5175	Dat	(1068)	O
5176	is	O	O
5177	blijkbaar	O	O
5178	de	(1069	O
5179	doelstelling	O	O
5180	van	O	O
5181	GroenLinks	1069)|(368)	O
5182	.	O	O
5183	De	(765	O
5184	heer	O	O
5185	Dekkers	O	S-PER
5186	(	O	O
5187	GroenLinks	765)|(368)	O
5188	)	O	O
5189	herhaalt	O	O
5190	dat	O	O
5191	GroenLinks	(368)	O
5192	een	(1070	O
5193	heel	O	O
5194	ambitieuze	O	O
5195	aanpak	O	O
5196	van	O	O
5197	de	(1071	O
5198	problematiek	1071)|1070)	O
5199	nastreeft	O	O
5200	.	O	O
5201	De	(630	O
5202	gemeente	630)	O
5203	moet	O	O
5204	op	O	O
5205	dit	(1072	O
5206	punt	1072)	O
5207	het	(1073	O
5208	voorbeeld	1073)	O
5209	geven	O	O
5210	.	O	O
5211	Maar	O	O
5212	GroenLinks	(368)	O
5213	wil	O	O
5214	ook	O	O
5215	dat	O	O
5216	het	(1074	O
5217	daarvoor	O	O
5218	benodigde	O	O
5219	geld	1074)	O
5220	georganiseerd	O	O
5221	wordt	O	O
5222	en	O	O
5223	dat	O	O
5224	de	(1075	O
5225	organisatie	1075)	O
5226	zo	O	O
5227	krachtig	O	O
5228	is	O	O
5229	dat	O	O
5230	ze	(1076)	O
5231	de	(1077	O
5232	ambities	1077)	O
5233	kan	O	O
5234	waarmaken	O	O
5235	.	O	O
5236	GroenLinks	(368)	O
5237	wil	O	O
5238	daar	(1078)	O
5239	nu	O	O
5240	niet	O	O
5241	op	O	O
5242	vooruitlopen	O	O
5243	met	O	O
5244	allerlei	(1079	O
5245	voorstellen	1079)	O
5246	.	O	O
5247	De	(238	O
5248	heer	O	O
5249	Sungur	O	S-PER
5250	(	O	O
5251	DENK	238)|(1080)	O
5252	)	O	O
5253	vraagt	O	O
5254	de	(765	O
5255	heer	O	O
5256	Dekkers	765)	S-PER
5257	of	O	O
5258	het	(1081)	O
5259	niet	O	O
5260	gewoon	O	O
5261	gaat	O	O
5262	om	O	O
5263	politieke	(1082	O
5264	keuzes	1082)	O
5265	.	O	O
5266	De	(765	O
5267	heer	O	O
5268	Dekkers	O	S-PER
5269	(	O	O
5270	GroenLinks	765)|(368)	O
5271	)	O	O
5272	beaamt	O	O
5273	dat	(1083)	O
5274	.	O	O
5275	Maar	O	O
5276	het	(1084)	O
5277	blijkt	O	O
5278	dat	O	O
5279	de	(1085	O
5280	dingen	O	O
5281	die	O	O
5282	de	(630	O
5283	gemeente	630)	O
5284	wilde	O	O
5285	doen	1085)	O
5286	niet	O	O
5287	haalbaar	O	O
5288	bleken	O	O
5289	,	O	O
5290	onder	O	O
5291	meer	O	O
5292	omdat	O	O
5293	de	(633	O
5294	organisatie	633)	O
5295	dat	(1086)	O
5296	niet	O	O
5297	aankon	O	O
5298	.	O	O
5299	Er	O	O
5300	is	O	O
5301	tijd	O	O
5302	nodig	O	O
5303	om	O	O
5304	te	O	O
5305	zorgen	O	O
5306	dat	O	O
5307	de	(633	O
5308	organisatie	633)	O
5309	in	O	O
5310	staat	O	O
5311	is	O	O
5312	om	O	O
5313	de	(771	O
5314	ambities	771)	O
5315	waar	O	O
5316	te	O	O
5317	maken	O	O
5318	.	O	O
5319	Het	(1087	O
5320	Rekenkamerrapport	1087)	O
5321	heet	O	O
5322	niet	O	O
5323	voor	O	O
5324	niets	(1088)	O
5325	Onbegonnen	(1089	O
5326	werk	1089)	O
5327	.	O	O
5328	Er	O	O
5329	valt	O	O
5330	inderdaad	O	O
5331	iets	(1090)	O
5332	te	O	O
5333	repareren	O	O
5334	.	O	O
5335	Mevrouw	(1092|(1091	O
5336	Chirino	1091)	S-PER
5337	(	O	O
5338	ChristenUnie	1092)|(424)	O
5339	)	O	O
5340	merkt	O	O
5341	op	O	O
5342	dat	O	O
5343	er	O	O
5344	ongelofelijk	(1093	O
5345	veel	O	O
5346	werk	1093)	O
5347	te	O	O
5348	verzetten	O	O
5349	is	O	O
5350	ten	O	O
5351	behoeve	O	O
5352	van	O	O
5353	het	(1094	O
5354	verduurzamen	O	O
5355	van	O	O
5356	het	(1095	O
5357	vastgoed	1095)|1094)	O
5358	.	O	O
5359	Er	O	O
5360	ligt	O	O
5361	ook	O	O
5362	een	(1096	O
5363	opgave	O	O
5364	om	O	O
5365	de	(1097	O
5366	organisatie	O	O
5367	op	O	O
5368	de	O	O
5369	rit	O	O
5370	te	O	O
5371	Raadsvergadering	O	O
5372	van	O	O
5373	15	(1098	O
5374	september	O	O
5375	2022	1098)|1097)	O
5376	11	O	O
5377	krijgen	1096)	O
5378	.	O	O
5379	De	(392	O
5380	wethouder	392)	O
5381	heeft	O	O
5382	in	O	O
5383	de	(265	O
5384	commissie	265)	O
5385	aangegeven	O	O
5386	hier	O	O
5387	graag	O	O
5388	de	(1099	O
5389	tanden	1099)	O
5390	in	O	O
5391	te	O	O
5392	zetten	O	O
5393	.	O	O
5394	Daar	O	O
5395	zal	O	O
5396	haar	(1100)	O
5397	fractie	O	O
5398	scherp	O	O
5399	op	O	O
5400	blijven	O	O
5401	.	O	O
5402	Haar	(1101)|(1102	O
5403	oproep	O	O
5404	aan	O	O
5405	college	(233)|(1103	O
5406	en	O	O
5407	raad	1103)|1102)|(1104)	O
5408	is	O	O
5409	om	O	O
5410	eerlijk	O	O
5411	en	O	O
5412	scherp	O	O
5413	te	O	O
5414	zijn	O	O
5415	bij	O	O
5416	het	(1105	O
5417	stellen	O	O
5418	en	O	O
5419	het	(1106	O
5420	waarmaken	O	O
5421	van	O	O
5422	de	(771	O
5423	ambities	771)|1106)|1105)	O
5424	.	O	O
5425	De	(1107	O
5426	heer	O	O
5427	De	O	B-PER
5428	Vries	O	E-PER
5429	(	O	O
5430	wethouder	1107)|(1108)	O
5431	)	O	O
5432	begint	O	O
5433	met	O	O
5434	een	(1109	O
5435	reactie	O	O
5436	op	O	O
5437	motie	(1110	O
5438	229	(1111)	O
5439	(	O	O
5440	Versneld	O	O
5441	verduurzamen	1110)|1109)	O
5442	)	O	O
5443	.	O	O
5444	Hij	(1112)	O
5445	kan	O	O
5446	toezeggen	O	O
5447	dat	O	O
5448	het	(233	O
5449	college	233)	O
5450	het	(1113	O
5451	gevraagde	1113)	O
5452	in	O	O
5453	de	(1114	O
5454	eerste	O	O
5455	vier	O	O
5456	punten	1114)	O
5457	zal	O	O
5458	gaan	O	O
5459	doen	O	O
5460	.	O	O
5461	Hij	(1115)	O
5462	vindt	O	O
5463	het	(1116)	O
5464	belangrijk	O	O
5465	om	O	O
5466	ook	O	O
5467	te	O	O
5468	benoemen	O	O
5469	dat	O	O
5470	de	(630	O
5471	gemeente	630)	O
5472	het	(1117	O
5473	goede	O	O
5474	voorbeeld	1117)	O
5475	geeft	O	O
5476	bij	O	O
5477	het	(1118	O
5478	verduurzamen	O	O
5479	van	O	O
5480	haar	(630)|(1119	O
5481	vastgoed	1119)|1118)	O
5482	,	O	O
5483	juist	O	O
5484	ook	O	O
5485	gelet	O	O
5486	op	O	O
5487	de	(1120	O
5488	tijd	O	O
5489	die	O	O
5490	eraan	O	O
5491	komt	1120)	O
5492	.	O	O
5493	Er	O	O
5494	kan	O	O
5495	actief	O	O
5496	gestuurd	O	O
5497	worden	O	O
5498	op	O	O
5499	het	(1122|(1121	O
5500	installeren	O	O
5501	van	O	O
5502	LED-verlichting	1121)|(1123)	O
5503	of	O	O
5504	het	(1124	O
5505	verlagen	O	O
5506	van	O	O
5507	de	(1125	O
5508	temperatuur	1125)|1124)|1122)	O
5509	.	O	O
5510	Daarover	O	O
5511	kan	O	O
5512	het	(1126	O
5513	gesprek	O	O
5514	met	O	O
5515	de	(933	O
5516	huurders	933)|1126)	O
5517	worden	O	O
5518	aangegaan	O	O
5519	.	O	O
5520	Bij	O	O
5521	de	(1127	O
5522	panden	O	O
5523	die	O	O
5524	de	(630	O
5525	gemeente	630)	O
5526	in	O	O
5527	bezit	(1128)	O
5528	heeft	1127)	O
5529	,	O	O
5530	is	O	O
5531	dat	(1129)	O
5532	makkelijker	O	O
5533	te	O	O
5534	bereiken	O	O
5535	.	O	O
5536	Huurders	(933)	O
5537	zullen	O	O
5538	actief	O	O
5539	worden	O	O
5540	meegenomen	O	O
5541	en	O	O
5542	geïnformeerd	O	O
5543	.	O	O
5544	Daarnaast	O	O
5545	wordt	O	O
5546	er	O	O
5547	nagedacht	O	O
5548	over	O	O
5549	hoe	O	O
5550	de	(1130	O
5551	hogere	O	O
5552	kosten	1130)	O
5553	eventueel	O	O
5554	gecompenseerd	O	O
5555	kunnen	O	O
5556	worden	O	O
5557	.	O	O
5558	Het	(1131	O
5559	gevraagde	O	O
5560	in	O	O
5561	het	(1132	O
5562	vijfde	O	O
5563	punt	1132)|1131)	O
5564	is	O	O
5565	meer	O	O
5566	organisatorisch	O	O
5567	van	O	O
5568	aard	O	O
5569	.	O	O
5570	Qua	(1134|(1133	O
5571	bemensing	1133)	O
5572	en	O	O
5573	ook	O	O
5574	financieel	1134)	O
5575	is	O	O
5576	dit	(1135)	O
5577	een	O	O
5578	lastig	O	O
5579	punt	O	O
5580	.	O	O
5581	De	(1136	O
5582	heer	O	O
5583	Te	O	B-PER
5584	Hoonte	O	E-PER
5585	(	O	O
5586	VVD	1136)|(396)	O
5587	)	O	O
5588	deelt	O	O
5589	mee	O	O
5590	dat	O	O
5591	motie	(1137	O
5592	229	1137)|(1138)	O
5593	kan	O	O
5594	worden	O	O
5595	ingetrokken	O	O
5596	na	O	O
5597	de	(1139	O
5598	toezegging	O	O
5599	van	O	O
5600	de	(392	O
5601	wethouder	392)|1139)	O
5602	.	O	O
5603	De	(1140	O
5604	heer	O	O
5605	De	O	B-PER
5606	Vries	O	E-PER
5607	(	O	O
5608	wethouder	1140)|(1141)	O
5609	)	O	O
5610	stelt	O	O
5611	voor	O	O
5612	dat	O	O
5613	het	(814	O
5614	plan	O	O
5615	van	O	O
5616	aanpak	814)|(1142)	O
5617	nog	O	O
5618	even	O	O
5619	wordt	O	O
5620	afgewacht	O	O
5621	.	O	O
5622	Hij	(1143)	O
5623	hoopt	O	O
5624	dat	O	O
5625	het	(313	O
5626	rapport	313)	O
5627	vandaag	O	O
5628	vastgesteld	O	O
5629	kan	O	O
5630	worden	O	O
5631	.	O	O
5632	Na	O	O
5633	zes	(1144	O
5634	weken	1144)	O
5635	volgt	O	O
5636	er	O	O
5637	dan	O	O
5638	een	(1145	O
5639	plan	O	O
5640	van	O	O
5641	aanpak	1145)|(1146)	O
5642	.	O	O
5643	Daarin	O	O
5644	zal	O	O
5645	de	(90	O
5646	raad	90)	O
5647	worden	O	O
5648	meegenomen	O	O
5649	in	O	O
5650	een	(1148|(1147	O
5651	aantal	O	O
5652	ontwikkelingen	1147)|(1149)	O
5653	en	O	O
5654	de	(1150	O
5655	wijze	O	O
5656	waarop	O	O
5657	het	(233	O
5658	college	233)	O
5659	daarnaar	O	O
5660	kijkt	1150)|1148)	O
5661	.	O	O
5662	Moeten	O	O
5663	zaken	(1151)	O
5664	worden	O	O
5665	aangepakt	O	O
5666	op	O	O
5667	natuurlijke	(1152	O
5668	momenten	1152)	O
5669	of	O	O
5670	op	O	O
5671	andere	(1153	O
5672	momenten	1153)	O
5673	?	O	O
5674	Wordt	O	O
5675	er	O	O
5676	gekozen	O	O
5677	voor	O	O
5678	energieneutraal	(997)	O
5679	of	O	O
5680	bijna	(1154	O
5681	energieneutraal	1154)|(1155)	O
5682	?	O	O
5683	Ook	O	O
5684	wordt	O	O
5685	bekeken	O	O
5686	of	O	O
5687	er	O	O
5688	een	(1156	O
5689	methodiek	O	O
5690	kan	O	O
5691	worden	O	O
5692	ontwikkeld	O	O
5693	die	O	O
5694	gericht	O	O
5695	is	O	O
5696	op	O	O
5697	CO2-besparing	1156)|(1157)	O
5698	.	O	O
5699	De	(1158	O
5700	keuzes	O	O
5701	die	O	O
5702	gemaakt	O	O
5703	worden	1158)	O
5704	,	O	O
5705	hebben	O	O
5706	uiteraard	O	O
5707	financiële	(1159	O
5708	consequenties	1159)	O
5709	.	O	O
5710	Op	O	O
5711	grond	O	O
5712	van	O	O
5713	het	(1160	O
5714	voorgaande	1160)	O
5715	wil	O	O
5716	hij	(1161)	O
5717	motie	(1162	O
5718	230	O	O
5719	(	O	O
5720	Verduurzaam	(1163	O
5721	gemeentelijk	O	O
5722	vastgoed	1163)|1162)	O
5723	)	O	O
5724	afwijzen	O	O
5725	.	O	O
5726	Zijn	(1161)|(1164	O
5727	voorstoel	1164)	O
5728	is	O	O
5729	om	O	O
5730	te	O	O
5731	wachten	O	O
5732	op	O	O
5733	het	(1165	O
5734	plan	O	O
5735	van	O	O
5736	aanpak	(1166)	O
5737	dat	O	O
5738	over	O	O
5739	zes	(1167	O
5740	weken	1167)	O
5741	zal	O	O
5742	verschijnen	1165)	O
5743	.	O	O
5744	De	(1168	O
5745	heer	O	O
5746	Van	O	B-PER
5747	Heuven	O	E-PER
5748	(	O	O
5749	PvdD	1168)|(358)	O
5750	)	O	O
5751	vraagt	O	O
5752	welke	(1169	O
5753	doelstelling	1169)	O
5754	het	(1145	O
5755	plan	1145)	O
5756	zal	O	O
5757	hebben	O	O
5758	.	O	O
5759	In	O	O
5760	de	(265	O
5761	commissie	265)	O
5762	,	O	O
5763	en	O	O
5764	ook	O	O
5765	zojuist	O	O
5766	weer	O	O
5767	,	O	O
5768	zwakte	O	O
5769	de	(392	O
5770	wethouder	392)	O
5771	de	(1170	O
5772	oorspronkelijke	O	O
5773	doelstellingen	1170)	O
5774	een	(1171	O
5775	beetje	1171)	O
5776	af	O	O
5777	.	O	O
5778	Met	O	O
5779	motie	(1172	O
5780	230	1172)	O
5781	wordt	O	O
5782	juist	O	O
5783	getracht	O	O
5784	de	(1173	O
5785	oorspronkelijke	O	O
5786	doelstelling	1173)	O
5787	te	O	O
5788	handhaven	O	O
5789	.	O	O
5790	De	(1174	O
5791	heer	O	O
5792	De	O	B-PER
5793	Vries	O	E-PER
5794	(	O	O
5795	wethouder	1174)|(392)	O
5796	)	O	O
5797	antwoordt	O	O
5798	dat	O	O
5799	nu	O	O
5800	eerst	O	O
5801	zal	O	O
5802	moeten	O	O
5803	worden	O	O
5804	bekeken	O	O
5805	in	O	O
5806	hoeverre	O	O
5807	de	(1175	O
5808	doelstellingen	1175)	O
5809	haalbaar	O	O
5810	en	O	O
5811	betaalbaar	O	O
5812	zijn	O	O
5813	.	O	O
5814	Uitvoering	(1176	O
5815	van	O	O
5816	motie	(1177	O
5817	230	1177)|1176)	O
5818	kost	O	O
5819	geld	(1178)|(1179	O
5820	,	O	O
5821	dat	O	O
5822	eerst	O	O
5823	vrijgemaakt	O	O
5824	zal	O	O
5825	moeten	O	O
5826	worden	1179)	O
5827	.	O	O
5828	Hij	(1180)	O
5829	kan	O	O
5830	op	O	O
5831	dit	(1181	O
5832	moment	1181)	O
5833	dus	O	O
5834	niet	O	O
5835	met	O	O
5836	de	(1182	O
5837	motie	1182)	O
5838	meegaan	O	O
5839	.	O	O
5840	De	(1183	O
5841	panden	O	O
5842	waar	O	O
5843	de	(630	O
5844	gemeente	630)	O
5845	zelf	O	O
5846	huurder	O	O
5847	van	O	O
5848	is	1183)	O
5849	,	O	O
5850	kunnen	O	O
5851	nu	O	O
5852	al	O	O
5853	worden	O	O
5854	aangepakt	O	O
5855	.	O	O
5856	De	(1184	O
5857	huurders	1184)	O
5858	worden	O	O
5859	in	O	O
5860	het	(1185	O
5861	proces	1185)	O
5862	meegenomen	O	O
5863	en	O	O
5864	actief	O	O
5865	geïnformeerd	O	O
5866	,	O	O
5867	omdat	O	O
5868	die	(1186)	O
5869	het	(1187)	O
5870	heel	O	O
5871	moeilijk	O	O
5872	zullen	O	O
5873	krijgen	O	O
5874	.	O	O
5875	De	(1189|(1188	O
5876	suggestie	O	O
5877	van	O	O
5878	de	(1190	O
5879	PvdA-fractie	1190)|1188)	O
5880	inzake	O	O
5881	de	(1191	O
5882	jaarlijkse	O	O
5883	update	O	O
5884	van	O	O
5885	de	(1192	O
5886	uitvoering	O	O
5887	van	O	O
5888	de	(1193	O
5889	aanbevelingen	1193)|1192)|1191)|1189)	O
5890	kan	O	O
5891	hij	(1180)	O
5892	overnemen	O	O
5893	.	O	O
5894	Hij	(1194)	O
5895	zegt	O	O
5896	toe	O	O
5897	dat	O	O
5898	de	(90	O
5899	raad	90)	O
5900	jaarlijks	O	O
5901	zal	O	O
5902	worden	O	O
5903	geïnformeerd	O	O
5904	.	O	O
5905	In	O	O
5906	Q2	(1195	O
5907	2023	1195)|(1196)	O
5908	zal	O	O
5909	worden	O	O
5910	gestart	O	O
5911	met	O	O
5912	de	(1197	O
5913	aanbevelingen	1197)	O
5914	.	O	O
5915	De	(1199|(1198	O
5916	heer	O	O
5917	Keulen	1198)	S-PER
5918	(	O	O
5919	lid	(1200	O
5920	Rekenkamer	1200)|1199)|(1201)	O
5921	)	O	O
5922	gaat	O	O
5923	in	O	O
5924	op	O	O
5925	de	O	O
5926	vraag	O	O
5927	van	O	O
5928	D66	(1202)	O
5929	of	O	O
5930	het	(1203)	O
5931	wellicht	O	O
5932	handiger	O	O
5933	is	O	O
5934	om	O	O
5935	niet	O	O
5936	vast	O	O
5937	te	O	O
5938	houden	O	O
5939	aan	O	O
5940	de	(1204	O
5941	onderhoudscyclus	1204)	O
5942	,	O	O
5943	maar	O	O
5944	die	(1204)	O
5945	te	O	O
5946	doorbreken	O	O
5947	en	O	O
5948	met	O	O
5949	kleine	(1205	O
5950	aanpassingen	1205)	O
5951	snel	O	O
5952	resultaat	(1206)	O
5953	te	O	O
5954	boeken	O	O
5955	.	O	O
5956	Dat	(1207)	O
5957	zou	O	O
5958	heel	O	O
5959	goed	O	O
5960	kunnen	O	O
5961	,	O	O
5962	maar	O	O
5963	dat	(1208)	O
5964	vraagt	O	O
5965	wel	O	O
5966	iets	(1209)	O
5967	.	O	O
5968	Men	(1210)	O
5969	kan	O	O
5970	pas	O	O
5971	dit	(1211	O
5972	soort	O	O
5973	stappen	1211)	O
5974	nemen	O	O
5975	-	O	O
5976	dat	(1212)	O
5977	staat	O	O
5978	ook	O	O
5979	centraal	O	O
5980	in	O	O
5981	het	(313	O
5982	rapport	313)	O
5983	-	O	O
5984	als	O	O
5985	er	O	O
5986	daadwerkelijk	(1213	O
5987	inzicht	O	O
5988	is	O	O
5989	in	O	O
5990	de	(1214	O
5991	Raadsvergadering	O	O
5992	van	O	O
5993	15	(1215	O
5994	september	O	O
5995	2022	1215)	O
5996	12	(1216	O
5997	beschikbare	O	O
5998	middelen	1216)|1214)|1213)	O
5999	en	O	O
6000	in	O	O
6001	de	(1217	O
6002	stappen	O	O
6003	die	O	O
6004	men	(1218)	O
6005	wil	O	O
6006	gaan	O	O
6007	zetten	1217)	O
