	token	gold	model
4294	en	['']	[]
4295	dat	['']	[]
4296	er	['']	[]
4297	ook	['']	[]
4298	mensen	['']	[]
4299	stand-by	['']	[]
4300	moesten	['']	[]
4301	zijn	['']	[]
4302	.	['']	[]
4303	Het	['']	[]
4304	ging	['']	[]
4305	om	['']	[]
4306	heel	['']	[]
4307	veel	['']	[]
4308	meer	['']	[]
4309	mensen	['']	[]
4310	dan	['']	[]
4311	in	['']	[]
4312	het	['']	[]
4313	verleden	['']	[]
4314	.	['']	[]
4315	De	['B_PER_6']	['B_PER_20']
4316	burgemeester	['I_PER_6']	['I_PER_20']
4317	bevestigt	['']	[]
4318	dat	['']	[]
4319	de	['']	[]
4320	lat	['']	[]
4321	niet	['']	[]
4322	zo	['']	[]
4323	hoog	['']	[]
4324	moet	['']	[]
4325	liggen	['']	[]
4326	dat	['']	[]
4327	mensen	['']	['B_PER_87']
4328	het	['']	[]
4329	niet	['']	[]
4330	meer	['']	[]
4331	willen	['']	[]
4332	doen	['']	[]
4333	.	['']	[]
4334	Als	['']	[]
4335	het	['']	[]
4336	gaat	['']	[]
4337	om	['']	[]
4338	opleidingen	['']	[]
4339	,	['']	[]
4340	zijn	['']	[]
4341	er	['']	[]
4342	begeleiders	['']	[]
4343	te	['']	[]
4344	raadplegen	['']	[]
4345	in	['']	[]
4346	situaties	['']	[]
4347	van	['']	[]
4348	twijfel	['']	[]
4349	.	['']	[]
4350	Ook	['']	[]
4351	de	['']	[]
4352	medewerkers	['']	[]
4353	van	['']	[]
4354	de	['']	['B_PER_28']
4355	gemeente	['']	['I_PER_28']
4356	zijn	['']	[]
4357	aanwezig	['']	[]
4358	.	['']	[]
4359	Mensen	['']	[]
4360	worden	['']	[]
4361	voorbereid	['']	[]
4362	en	['']	[]
4363	getraind	['']	[]
4364	op	['']	[]
4365	wat	['']	[]
4366	van	['']	[]
4367	hen	['']	['B_PER_87']
4368	verwacht	['']	[]
4369	wordt	['']	[]
4370	.	['']	[]
4371	Zo	['']	[]
4372	probeert	['']	[]
4373	het	['']	[]
4374	college	['']	[]
4375	dit	['']	[]
4376	op	['']	[]
4377	te	['']	[]
4378	lossen	['']	[]
4379	.	['']	[]
4380	De	['B_PER_15']	[]
4381	heer	['I_PER_15']	[]
4382	Bosch	['I_PER_15']	[]
4383	(	['']	[]
4384	PVV	['']	[]
4385	)	['']	[]
4386	merkt	['']	[]
4387	op	['']	[]
4388	dat	['']	[]
4389	heel	['']	[]
4390	specifiek	['']	[]
4391	de	['']	[]
4392	teller	['']	[]
4393	een	['']	[]
4394	instructie	['']	[]
4395	is	['']	[]
4396	te	['']	[]
4397	geven	['']	[]
4398	op	['']	[]
4399	wat	['']	[]
4400	een	['']	[]
4401	ongeldig	['']	[]
4402	biljet	['']	[]
4403	is	['']	[]
4404	en	['']	[]
4405	wat	['']	[]
4406	niet	['']	[]
4407	.	['']	[]
4408	Hij	['B_PER_15']	['B_PER_88']
4409	vraagt	['']	[]
4410	of	['']	[]
4411	het	['']	[]
4412	college	['']	[]
4413	het	['']	[]
4414	daar	['']	[]
4415	specifiek	['']	[]
4416	op	['']	[]
4417	gaat	['']	[]
4418	zetten	['']	[]
4419	.	['']	[]
4420	330	['']	[]
4421	Burgemeester	['B_PER_6']	[]
4422	Dijksma	['I_PER_6']	[]
4423	antwoordt	['']	[]
4424	dat	['']	[]
4425	dit	['']	[]
4426	precies	['']	[]
4427	het	['']	[]
4428	punt	['']	[]
4429	is	['']	[]
4430	waarover	['']	[]
4431	de	['']	[]
4432	instructie	['']	[]
4433	moet	['']	[]
4434	gaan	['']	[]
4435	.	['']	[]
4436	Aan	['']	[]
4437	deze	['']	[]
4438	instructie	['']	[]
4439	wordt	['']	[]
4440	verder	['']	[]
4441	gewerkt	['']	[]
4442	.	['']	[]
4443	Zij	['B_PER_6']	['B_PER_89']
4444	maakt	['']	[]
4445	graag	['']	[]
4446	gebruik	['']	[]
4447	van	['']	[]
4448	ervaringsdeskundigen	['']	[]
4449	.	['']	[]
4450	De	['']	[]
4451	instructie	['']	[]
4452	moet	['']	[]
4453	erop	['']	[]
4454	gericht	['']	[]
4455	zijn	['']	[]
4456	zo	['']	[]
4457	dat	['']	[]
4458	de	['']	[]
4459	medewerkers	['']	[]
4460	in	['']	[]
4461	staat	['']	[]
4462	zijn	['']	[]
4463	om	['']	[]
4464	op	['']	[]
4465	het	['']	[]
4466	juiste	['']	[]
4467	moment	['']	[]
4468	hulp	['']	[]
4469	in	['']	[]
4470	te	['']	[]
4471	roepen	['']	[]
4472	.	['']	[]
4473	Het	['']	[]
4474	is	['']	[]
4475	ook	['']	[]
4476	waar	['']	[]
4477	dat	['']	[]
4478	het	['']	[]
4479	toekij-	['']	[]
4480	ken	['']	[]
4481	belangrijk	['']	[]
4482	is	['']	[]
4483	.	['']	[]
4484	De	['B_PER_6']	['B_PER_20']
4485	burgemeester	['I_PER_6']	['I_PER_20']
4486	deelt	['']	[]
4487	mee	['']	[]
4488	dat	['']	[]
4489	de	['']	['B_PER_28']
4490	gemeente	['']	['I_PER_28']
4491	gesproken	['']	[]
4492	heeft	['']	[]
4493	met	['']	[]
4494	Griffie	['']	[]
4495	Gemeenteraad	['']	[]
4496	Utrecht	['']	[]
4497	Verslag	['']	[]
4498	van	['']	[]
4499	de	['']	[]
4500	openbare	['']	[]
4501	fysieke	['']	[]
4502	vergadering	['']	[]
4503	van	['']	[]
4504	de	['']	[]
4505	Commissie	['']	[]
4506	Mens	['']	[]
4507	&	['']	[]
4508	Samenleving	['']	[]
4509	op	['']	[]
4510	30	['']	[]
4511	september	['']	[]
4512	2021	['']	[]
4513	Pagina	['']	[]
4514	8	['']	[]
4515	van	['']	[]
4516	12	['']	[]
4517	de	['']	[]
4518	burger	['']	[]
4519	die	['']	[]
4520	heeft	['']	[]
4521	ingesproken	['']	[]
4522	.	['']	[]
4523	Zij	['B_PER_6']	['B_PER_90']
4524	bevestigt	['']	[]
4525	dat	['']	[]
4526	de	['']	[]
4527	transparantie	['']	[]
4528	die	['']	[]
4529	de	['']	[]
4530	commissie	['']	[]
4531	bepleit	['']	[]
4532	,	['']	[]
4533	nodig	['']	[]
4534	is	['']	[]
4535	.	['']	[]
4536	De	['B_PER_6']	['B_PER_20']
4537	burgemeester	['I_PER_6']	['I_PER_20']
4538	bevestigt	['']	[]
4539	dat	['']	[]
4540	de	['']	[]
4541	kosten	['']	[]
4542	hoger	['']	[]
4543	zijn	['']	[]
4544	met	['']	[]
4545	de	['']	[]
4546	CSO	['']	[]
4547	.	['']	[]
4548	Die	['']	[]
4549	zijn	['']	[]
4550	niet	['']	[]
4551	in	['']	[]
4552	alle	['']	[]
4553	gevallen	['']	[]
4554	opgenomen	['']	[]
4555	in	['']	[]
4556	de	['']	[]
4557	begrotingen	['']	[]
4558	voor	['']	[]
4559	de	['']	[]
4560	toekomst	['']	[]
4561	.	['']	[]
4562	Het	['']	[]
4563	college	['']	[]
4564	zal	['']	[]
4565	een	['']	[]
4566	voor-	['']	[]
4567	stel	['']	[]
4568	doen	['']	[]
4569	bij	['']	[]
4570	de	['']	[]
4571	Voorjaarsnota	['']	[]
4572	.	['']	[]
4573	De	['']	[]
4574	kosten	['']	[]
4575	zullen	['']	[]
4576	lager	['']	[]
4577	zijn	['']	[]
4578	dan	['']	[]
4579	de	['']	[]
4580	afgelopen	['']	[]
4581	keer	['']	[]
4582	.	['']	[]
4583	Nu	['']	[]
4584	340	['']	[]
4585	hoeft	['']	[]
4586	de	['']	['B_PER_60']
4587	gemeente	['']	['I_PER_60']
4588	geen	['']	[]
4589	externe	['']	[]
4590	projectleider	['']	[]
4591	meer	['']	[]
4592	in	['']	[]
4593	te	['']	[]
4594	huren	['']	[]
4595	.	['']	[]
4596	Het	['']	[]
4597	is	['']	[]
4598	niet	['']	[]
4599	goedko-	['']	[]
4600	per	['']	[]
4601	.	['']	[]
4602	Het	['']	[]
4603	heeft	['']	[]
4604	voor	['']	[]
4605	de	['']	['B_PER_19']
4606	vrijwilligers	['']	['I_PER_19']
4607	voordelen	['']	[]
4608	omdat	['']	[]
4609	de	['']	[]
4610	werkdag	['']	[]
4611	op	['']	[]
4612	de	['']	[]
4613	dag	['']	[]
4614	zelf	['']	[]
4615	te	['']	[]
4616	bekorten	['']	[]
4617	is	['']	[]
4618	.	['']	[]
4619	De	['B_PER_16']	[]
4620	heer	['I_PER_16']	[]
4621	Sungur	['I_PER_16']	[]
4622	(	['']	[]
4623	DENK	['']	[]
4624	)	['']	[]
4625	vindt	['']	[]
4626	dat	['']	[]
4627	de	['']	[]
4628	democratie	['']	[]
4629	wel	['']	[]
4630	iets	['']	[]
4631	mag	['']	[]
4632	kosten	['']	[]
4633	,	['']	[]
4634	zeker	['']	[]
4635	wan-	['']	[]
4636	neer	['']	[]
4637	dat	['']	[]
4638	leidt	['']	[]
4639	tot	['']	[]
4640	meer	['']	[]
4641	transparantie	['']	[]
4642	en	['']	[]
4643	zorgvuldigheid	['']	[]
4644	.	['']	[]
4645	Hij	['B_PER_16']	['B_PER_91']
4646	meent	['']	[]
4647	gelezen	['']	[]
4648	te	['']	[]
4649	hebben	['']	[]
4650	in	['']	[]
4651	het	['']	[]
4652	voorstel	['']	[]
4653	dat	['']	[]
4654	het	['']	[]
4655	Rijk	['']	[]
4656	een	['']	[]
4657	deel	['']	[]
4658	van	['']	[]
4659	de	['']	[]
4660	kosten	['']	[]
4661	op	['']	[]
4662	zich	['']	[]
4663	zou	['']	[]
4664	nemen	['']	[]
4665	.	['']	[]
4666	Hij	['B_PER_16']	['B_PER_91']
4667	vraagt	['']	[]
4668	of	['']	[]
4669	dat	['']	[]
4670	een	['']	[]
4671	structurele	['']	[]
4672	bekostiging	['']	[]
4673	zal	['']	[]
4674	zijn	['']	[]
4675	in	['']	[]
4676	het	['']	[]
4677	geval	['']	[]
4678	de	['']	['B_PER_60']
4679	gemeente	['']	['I_PER_60']
4680	hiervoor	['']	[]
4681	kiest	['']	[]
4682	in	['']	[]
4683	de	['']	[]
4684	toekomst	['']	[]
4685	,	['']	[]
4686	of	['']	[]
4687	gaat	['']	[]
4688	de	['']	[]
4689	bekostiging	['']	[]
4690	alleen	['']	[]
4691	om	['']	[]
4692	het	['']	[]
4693	experiment	['']	[]
4694	?	['']	[]
4695	Burgemeester	['B_PER_6']	['B_PER_83']
4696	Dijksma	['I_PER_6']	['I_PER_83']
4697	zet	['']	[]
4698	uiteen	['']	[]
4699	dat	['']	[]
4700	voor	['']	[]
4701	het	['']	[]
4702	experiment	['']	[]
4703	een	['']	[]
4704	extra	['']	[]
4705	bijdrage	['']	[]
4706	is	['']	[]
4707	ontvangen	['']	[]
4708	van	['']	[]
4709	BZK	['']	[]
4710	.	['']	[]
4711	Zij	['B_PER_6']	['B_PER_92']
4712	zal	['']	[]
4713	hier	['']	[]
4714	in	['']	[]
4715	de	['']	[]
4716	tweede	['']	[]
4717	termijn	['']	[]
4718	op	['']	[]
4719	terugkomen	['']	[]
4720	.	['']	[]
4721	350	['']	[]
4722	De	['']	[]
4723	bijdrage	['']	[]
4724	van	['']	[]
4725	het	['']	[]
4726	Rijk	['']	[]
4727	was	['']	[]
4728	10.000	['']	[]
4729	euro	['']	[]
4730	.	['']	[]
4731	De	['']	[]
4732	vorige	['']	[]
4733	keer	['']	[]
4734	waren	['']	[]
4735	de	['']	[]
4736	extra	['']	[]
4737	kosten	['']	[]
4738	ongeveer	['']	[]
4739	247.000	['']	[]
4740	euro	['']	[]
4741	.	['']	[]
4742	Zij	['B_PER_6']	['B_PER_93']
4743	weet	['']	[]
4744	niet	['']	[]
4745	wat	['']	[]
4746	BZK	['']	[]
4747	met	['']	[]
4748	het	['']	[]
4749	wetsvoorstel	['']	[]
4750	gaat	['']	[]
4751	doen	['']	[]
4752	in	['']	[]
4753	de	['']	[]
4754	richting	['']	[]
4755	van	['']	[]
4756	de	['']	[]
4757	gemeen-	['']	[]
4758	ten	['']	[]
4759	als	['']	[]
4760	het	['']	[]
4761	gaat	['']	[]
4762	om	['']	[]
4763	extra	['']	[]
4764	kosten	['']	[]
4765	.	['']	[]
4766	Zij	['B_PER_6']	['B_PER_94']
4767	zal	['']	[]
4768	de	['']	[]
4769	beantwoording	['']	[]
4770	daarvan	['']	[]
4771	in	['']	[]
4772	de	['']	[]
4773	tweede	['']	[]
4774	termijn	['']	[]
4775	op	['']	[]
4776	zich	['B_PER_6']	['B_PER_94']
4777	nemen	['']	[]
4778	.	['']	[]
4779	Doorlopend	['']	[]
4780	worden	['']	[]
4781	gesprekken	['']	[]
4782	gevoerd	['']	[]
4783	omdat	['']	[]
4784	de	['']	[]
4785	bijdragen	['']	[]
4786	lang	['']	[]
4787	niet	['']	[]
4788	altijd	['']	[]
4789	kostendekkend	['']	[]
4790	zijn	['']	[]
4791	en	['']	[]
4792	de	['']	[]
4793	eisen	['']	[]
4794	aan	['']	[]
4795	de	['']	[]
4796	gemeenten	['']	[]
4797	hoger	['']	[]
4798	dan	['']	[]
4799	waar-	['']	[]
4800	voor	['']	[]
4801	men	['']	[]
4802	wil	['']	[]
4803	betalen	['']	[]
4804	.	['']	[]
4805	Deze	['']	[]
4806	discussie	['']	[]
4807	is	['']	[]
4808	voortgaand	['']	[]
4809	.	['']	[]
4810	Verschillende	['']	['B_PER_95']
4811	raadsleden	['']	['I_PER_95']
4812	hebben	['']	[]
4813	geopperd	['']	[]
4814	dat	['']	[]
4815	eerder	['']	[]
4816	begonnen	['']	[]
4817	moet	['']	[]
4818	worden	['']	[]
4819	met	['']	[]
4820	werven	['']	[]
4821	.	['']	[]
4822	Dan	['']	[]
4823	moet	['']	[]
4824	eerst	['']	[]
4825	duidelijk	['']	[]
4826	zijn	['']	[]
4827	voor	['']	[]
4828	welk	['']	[]
4829	systeem	['']	[]
4830	geworven	['']	[]
4831	zal	['']	[]
4832	worden	['']	[]
4833	.	['']	[]
4834	Daar-	['']	[]
4835	voor	['']	[]
4836	is	['']	[]
4837	het	['']	[]
4838	belangrijk	['']	[]
4839	eerst	['']	[]
4840	deze	['']	[]
4841	discussie	['']	[]
4842	te	['']	[]
4843	hebben	['']	[]
4844	afgerond	['']	[]
4845	.	['']	[]
4846	Het	['']	[]
4847	is	['']	[]
4848	mogelijk	['']	[]
4849	een	['']	[]
4850	360	['']	[]
4851	uitvraag	['']	[]
4852	te	['']	[]
4853	doen	['']	[]
4854	om	['']	[]
4855	de	['']	[]
4856	interesse	['']	[]
4857	na	['']	[]
4858	te	['']	[]
4859	gaan	['']	[]
4860	.	['']	[]
4861	Zij	['B_PER_6']	['B_PER_95']
4862	vindt	['']	[]
4863	enkele	['']	[]
4864	suggesties	['']	[]
4865	van	['']	[]
4866	Student	['']	[]
4867	&	['']	[]
4868	Starter	['']	[]
4869	ook	['']	[]
4870	interessant	['']	[]
4871	:	['']	[]
4872	na	['']	[]
4873	te	['']	[]
4874	gaan	['']	[]
4875	of	['']	[]
4876	nieuwe	['']	[]
4877	partners	['']	[]
4878	te	['']	[]
4879	vinden	['']	[]
4880	zijn	['']	[]
4881	.	['']	[]
4882	Dat	['']	[]
4883	kan	['']	[]
4884	van	['']	[]
4885	pas	['']	[]
4886	komen	['']	[]
4887	omdat	['']	[]
4888	de	['']	['B_PER_28']
4889	gemeente	['']	['I_PER_28']
4890	veel	['']	[]
4891	mensen	['']	[]
4892	nodig	['']	[]
4893	heeft	['']	[]
4894	,	['']	[]
4895	ook	['']	[]
4896	mensen	['']	[]
4897	op	['']	[]
4898	de	['']	[]
4899	reser-	['']	[]
4900	velijst	['']	[]
4901	.	['']	[]
4902	De	['']	['B_PER_28']
4903	gemeente	['']	['I_PER_28']
4904	heeft	['']	[]
4905	een	['']	[]
4906	ambitie	['']	[]
4907	om	['']	[]
4908	de	['']	[]
4909	toegankelijkheid	['']	[]
4910	steeds	['']	[]
4911	verder	['']	[]
4912	te	['']	[]
4913	verbeteren	['']	[]
4914	.	['']	[]
4915	De	['']	[]
4916	gemakkelijkste	['']	[]
4917	manier	['']	[]
4918	is	['']	[]
4919	alle	['']	[]
4920	niet-toegankelijke	['']	[]
4921	stembureaus	['']	[]
4922	te	['']	[]
4923	sluiten	['']	[]
4924	.	['']	[]
4925	Dan	['']	[]
4926	heeft	['']	[]
4927	Utrecht	['']	[]
4928	100	['']	[]
4929	%	['']	[]
4930	toegankelijke	['']	[]
4931	stembureaus	['']	[]
4932	.	['']	[]
4933	De	['']	[]
4934	dichtheidsgraad	['']	[]
4935	van	['']	[]
4936	de	['']	[]
4937	stembureaus	['']	[]
4938	neemt	['']	[]
4939	dan	['']	[]
4940	wel	['']	[]
4941	af	['']	[]
4942	.	['']	[]
4943	Het	['']	[]
4944	gemeentebestuur	['']	[]
4945	vindt	['']	[]
4946	de	['']	[]
4947	nabijheid	['']	[]
4948	ook	['']	[]
4949	heel	['']	[]
4950	erg	['']	[]
4951	belangrijk	['']	[]
4952	.	['']	[]
4953	Het	['']	[]
4954	college	['']	[]
4955	let	['']	[]
4956	goed	['']	[]
4957	op	['']	[]
4958	bij	['']	[]
4959	de	['']	[]
4960	locatiekeuze	['']	[]
4961	.	['']	[]
4962	Elk	['']	[]
4963	jaar	['']	[]
4964	stijgt	['']	[]
4965	het	['']	[]
4966	percentage	['']	[]
4967	toegankelijk-	['']	[]
4968	heid	['']	[]
4969	.	['']	[]
4970	De	['']	[]
4971	fase	['']	[]
4972	waarin	['']	[]
4973	de	['']	['B_PER_28']
4974	gemeente	['']	['I_PER_28']
4975	nu	['']	[]
4976	zit	['']	[]
4977	is	['']	[]
4978	die	['']	[]
4979	vanuit	['']	[]
4980	de	['']	[]
4981	vraag	['']	[]
4982	hoe	['']	[]
4983	het	['']	[]
4984	mogelijk	['']	[]
4985	is	['']	[]
4986	de	['']	[]
4987	370	['']	[]
4988	toegankelijkheid	['']	[]
4989	steeds	['']	[]
4990	verder	['']	[]
4991	te	['']	[]
4992	verbeteren	['']	[]
4993	.	['']	[]
4994	De	['B_PER_15']	[]
4995	heer	['I_PER_15']	[]
4996	Bosch	['I_PER_15']	[]
4997	(	['']	[]
4998	PVV	['']	[]
4999	)	['']	[]
5000	doet	['']	[]
5001	de	['']	[]
5002	suggestie	['']	[]
5003	het	['']	[]
5004	recht	['']	[]
5005	van	['']	[]
5006	vordering	['']	[]
5007	toe	['']	[]
5008	te	['']	[]
5009	passen	['']	[]
5010	.	['']	[]
5011	Burgemeester	['B_PER_6']	['B_PER_83']
5012	Dijksma	['I_PER_6']	['I_PER_83']
5013	geeft	['']	[]
5014	de	['']	[]
5015	voorkeur	['']	[]
5016	aan	['']	[]
5017	het	['']	[]
5018	vinden	['']	[]
5019	van	['']	[]
5020	goede	['']	[]
5021	locaties	['']	[]
5022	boven	['']	[]
5023	het	['']	[]
5024	vorderen	['']	[]
5025	van	['']	[]
5026	locaties	['']	[]
5027	.	['']	[]
5028	Het	['']	[]
5029	college	['']	[]
5030	spant	['']	[]
5031	zich	['']	[]
5032	daarvoor	['']	[]
5033	in	['']	[]
5034	.	['']	[]
5035	Zij	['B_PER_6']	['B_PER_96']
5036	schetst	['']	[]
5037	de	['']	[]
5038	ervaring	['']	[]
5039	met	['']	[]
5040	een	['']	[]
5041	goed	['']	[]
5042	initiatief	['']	[]
5043	van	['']	[]
5044	een	['']	[]
5045	van	['']	[]
5046	de	['']	[]
5047	burgers	['']	[]
5048	.	['']	[]
5049	Mevrouw	['B_PER_11']	[]
5050	Assen	['I_PER_11']	[]
5051	(	['']	[]
5052	PvdA	['']	[]
5053	)	['']	[]
5054	verwacht	['']	[]
5055	dat	['']	[]
5056	iedereen	['']	[]
5057	begrijpt	['']	[]
5058	dat	['']	[]
5059	het	['']	[]
5060	niet	['']	[]
5061	reëel	['']	[]
5062	is	['']	[]
5063	om	['']	[]
5064	te	['']	[]
5065	eisen	['']	[]
5066	dat	['']	[]
5067	het	['']	[]
5068	percentage	['']	[]
5069	op	['']	[]
5070	100	['']	[]
5071	%	['']	[]
5072	ligt	['']	[]
5073	bij	['']	[]
5074	de	['']	[]
5075	volgende	['']	[]
5076	verkiezingen	['']	[]
5077	met	['']	[]
5078	dezelfde	['']	[]
5079	nabijheid	['']	[]
5080	als	['']	[]
5081	nu	['']	[]
5082	.	['']	[]
5083	Zij	['B_PER_11']	['B_PER_97']
5084	is	['']	[]
5085	het	['']	[]
5086	eens	['']	[]
5087	met	['']	[]
5088	mevrouw	['B_PER_13']	[]
5089	Kendir	['I_PER_13']	[]
5090	over	['']	[]
5091	dat	['']	[]
5092	het	['']	[]
5093	voorbeeld	['']	[]
5094	van	['']	[]
5095	het	['']	[]
5096	heel	['']	[]
5097	toegankelijk	['']	[]
5098	stembureau	['']	[]
5099	op	['']	[]
5100	het	['']	[]
5101	stadskantoor	['']	[]
5102	heel	['']	[]
5103	mooi	['']	[]
5104	is	['']	[]
5105	,	['']	[]
5106	maar	['']	[]
5107	ze	['B_PER_11']	['B_PER_98']
5108	heeft	['']	[]
5109	er	['']	[]
5110	wel	['']	[]
5111	behoefte	['']	[]
5112	aan	['']	[]
5113	de	['']	[]
5114	lat	['']	[]
5115	steeds	['']	[]
5116	hoger	['']	[]
5117	te	['']	[]
5118	leggen	['']	[]
5119	en	['']	[]
5120	meer	['']	[]
5121	ambitie	['']	[]
5122	uit	['']	[]
5123	te	['']	[]
5124	spreken	['']	[]
5125	op	['']	[]
5126	dit	['']	[]
5127	380	['']	[]
5128	onderwerp	['']	[]
5129	.	['']	[]
5130	Zij	['B_PER_11']	['B_PER_99']
5131	gaat	['']	[]
5132	ervan	['']	[]
5133	uit	['']	[]
5134	dat	['']	[]
5135	de	['']	[]
5136	daden	['']	[]
5137	dan	['']	[]
5138	volgen	['']	[]
5139	.	['']	[]
5140	Burgemeester	['B_PER_6']	['B_PER_83']
5141	Dijksma	['I_PER_6']	['I_PER_83']
5142	heeft	['']	[]
5143	de	['']	[]
5144	ervaring	['']	[]
5145	hierin	['']	[]
5146	ambitieus	['']	[]
5147	te	['']	[]
5148	zijn	['']	[]
5149	en	['']	[]
5150	dat	['']	[]
5151	ook	['']	[]
5152	echt	['']	[]
5153	gezocht	['']	[]
5154	wordt	['']	[]
5155	.	['']	[]
5156	Uiteindelijk	['']	[]
5157	is	['']	[]
5158	het	['']	[]
5159	de	['']	[]
5160	doelstelling	['']	[]
5161	om	['']	[]
5162	naar	['']	[]
5163	een	['']	[]
5164	100	['']	[]
5165	%	['']	[]
5166	toe	['']	[]
5167	te	['']	[]
5168	gaan	['']	[]
5169	.	['']	[]
5170	Zij	['B_PER_6']	['B_PER_100']
5171	herhaalt	['']	[]
5172	haar	['B_PER_6']	['B_PER_101']
5173	informatie	['']	[]
5174	.	['']	[]
5175	Zij	['B_PER_6']	['B_PER_99']
5176	bepleit	['']	[]
5177	realiteitszin	['']	[]
5178	in	['']	[]
5179	dezen	['']	[]
5180	.	['']	[]
5181	Griffie	['']	[]
5182	Gemeenteraad	['']	[]
5183	Utrecht	['']	[]
5184	Verslag	['']	[]
5185	van	['']	[]
5186	de	['']	[]
5187	openbare	['']	[]
5188	fysieke	['']	[]
5189	vergadering	['']	[]
5190	van	['']	[]
5191	de	['']	[]
5192	Commissie	['']	[]
5193	Mens	['']	[]
5194	&	['']	[]
5195	Samenleving	['']	[]
5196	op	['']	[]
5197	30	['']	[]
5198	september	['']	[]
5199	2021	['']	[]
5200	Pagina	['']	[]
5201	9	['']	[]
5202	van	['']	[]
5203	12	['']	[]
5204	Mevrouw	['B_PER_13']	[]
5205	Kendir	['I_PER_13']	[]
5206	(	['']	[]
5207	Student	['']	[]
5208	&	['']	[]
5209	Starter	['']	[]
5210	)	['']	[]
5211	begrijpt	['']	[]
5212	dat	['']	[]
5213	het	['']	[]
5214	lastig	['']	[]
5215	is	['']	[]
5216	in	['']	[]
5217	één	['']	[]
5218	keer	['']	[]
5219	de	['']	[]
5220	ambitie	['']	[]
5221	waar	['']	[]
5222	te	['']	[]
5223	maken	['']	[]
5224	.	['']	[]
5225	Zij	['B_PER_13']	['B_PER_102']
5226	vraagt	['']	[]
5227	of	['']	[]
5228	de	['B_PER_6']	['B_PER_20']
5229	burgemeester	['I_PER_6']	['I_PER_20']
5230	kan	['']	[]
5231	toezeggen	['']	[]
5232	dat	['']	[]
5233	onderzoek	['']	[]
5234	gedaan	['']	[]
5235	zal	['']	[]
5236	worden	['']	[]
5237	naar	['']	[]
5238	de	['']	[]
5239	uitbreiding	['']	[]
5240	van	['']	[]
5241	het	['']	[]
5242	aantal	['']	[]
5243	toegankelijke	['']	[]
5244	stembureaus	['']	[]
5245	en	['']	[]
5246	de	['']	[]
5247	resultaten	['']	[]
5248	daarvan	['']	[]
5249	te	['']	[]
5250	delen	['']	[]
5251	met	['']	[]
5252	de	['']	[]
5253	raad	['']	[]
5254	in	['']	[]
5255	Q1	['']	[]
5256	2022	['']	[]
5257	.	['']	[]
5258	Burgemeester	['B_PER_6']	['B_PER_83']
5259	Dijksma	['I_PER_6']	['I_PER_83']
5260	betwijfelt	['']	[]
5261	of	['']	[]
5262	hiervoor	['']	[]
5263	een	['']	[]
5264	onderzoek	['']	[]
5265	nodig	['']	[]
5266	is	['']	[]
5267	.	['']	[]
5268	Zij	['B_PER_6']	['B_PER_103']
5269	heeft	['']	[]
5270	liever	['']	[]
5271	dat	['']	[]
5272	haar	['B_PER_6']	['B_PER_104']
5273	medewerkers	['']	[]
5274	aan	['']	[]
5275	de	['']	[]
5276	slag	['']	[]
5277	gaan	['']	[]
5278	met	['']	[]
5279	het	['']	[]
5280	zoeken	['']	[]
5281	van	['']	[]
5282	locaties	['']	[]
5283	dan	['']	[]
5284	dat	['']	[]
5285	een	['']	[]
5286	390	['']	[]
5287	onderzoek	['']	[]
5288	wordt	['']	[]
5289	gedaan	['']	[]
5290	zoals	['']	[]
5291	nu	['']	[]
5292	voorgesteld	['']	[]
5293	.	['']	[]
5294	Zij	['B_PER_6']	['B_PER_105']
5295	zegt	['']	[]
5296	toe	['']	[]
5297	hierover	['']	[]
5298	bij	['']	[]
5299	de	['']	[]
5300	commissie	['']	[]
5301	terug	['']	[]
5302	te	['']	[]
5303	komen	['']	[]
5304	vóór	['']	[]
5305	de	['']	[]
5306	verkiezingen	['']	[]
5307	om	['']	[]
5308	aan	['']	[]
5309	te	['']	[]
5310	geven	['']	[]
5311	in	['']	[]
5312	hoeverre	['']	[]
5313	dit	['']	[]
5314	is	['']	[]
5315	gelukt	['']	[]
5316	en	['']	[]
5317	zo	['']	[]
5318	jaar	['']	[]
5319	om	['']	[]
5320	welke	['']	[]
5321	locaties	['']	[]
5322	het	['']	[]
5323	dan	['']	[]
5324	gaat	['']	[]
5325	.	['']	[]
5326	Mevrouw	['B_PER_13']	[]
5327	Kendir	['I_PER_13']	[]
5328	(	['']	[]
5329	Student	['']	[]
5330	&	['']	[]
5331	Starter	['']	[]
5332	)	['']	[]
5333	noemt	['']	[]
5334	dit	['']	[]
5335	een	['']	[]
5336	inventarisatie	['']	[]
5337	en	['']	[]
5338	zij	['B_PER_13']	['B_PER_106']
5339	toont	['']	[]
5340	haar	['B_PER_13']	['B_PER_107']
5341	interesse	['']	[]
5342	in	['']	[]
5343	de	['']	[]
5344	update	['']	[]
5345	.	['']	[]
5346	Mevrouw	['B_PER_11']	[]
5347	Assen	['I_PER_11']	[]
5348	(	['']	[]
5349	PvdA	['']	[]
5350	)	['']	[]
5351	begreep	['']	[]
5352	dat	['']	[]
5353	onder	['']	[]
5354	toegankelijkheid	['']	[]
5355	de	['']	[]
5356	rolstoeltoeganke-	['']	[]
5357	lijkheid	['']	[]
5358	werd	['']	[]
5359	bedoeld	['']	[]
5360	met	['']	[]
5361	de	['']	[]
5362	opmerking	['']	[]
5363	dat	['']	[]
5364	het	['']	[]
