	token	gold	model
4242	kan	['']	[]
4243	worden	['']	[]
4244	,	['']	[]
4245	dan	['']	[]
4246	zou	['']	[]
4247	daarin	['']	[]
4248	geïnvesteerd	['']	[]
4249	moeten	['']	[]
4250	worden	['']	[]
4251	om	['']	[]
4252	dat	['']	[]
4253	pand	['']	[]
4254	wél	['']	[]
4255	energieneutraal	['']	[]
4256	te	['']	[]
4257	maken	['']	[]
4258	.	['']	[]
4259	Mevrouw	['B_PER_3']	['B_PER_124']
4260	Assen	['I_PER_3']	['I_PER_124']
4261	(	['']	[]
4262	PvdA	['']	[]
4263	)	['']	[]
4264	denkt	['']	[]
4265	dat	['']	[]
4266	het	['']	[]
4267	lonender	['']	[]
4268	is	['']	[]
4269	om	['']	[]
4270	meer	['']	[]
4271	panden	['']	[]
4272	sneller	['']	[]
4273	bijna	['']	[]
4274	energieneutraal	['']	[]
4275	te	['']	[]
4276	maken	['']	[]
4277	,	['']	[]
4278	dan	['']	[]
4279	te	['']	[]
4280	focussen	['']	[]
4281	op	['']	[]
4282	het	['']	[]
4283	helemaal	['']	[]
4284	energieneutraal	['']	[]
4285	maken	['']	[]
4286	van	['']	[]
4287	alle	['']	[]
4288	panden	['']	[]
4289	.	['']	[]
4290	De	['B_PER_17']	[]
4291	heer	['I_PER_17']	['B_PER_125']
4292	Van	['I_PER_17']	['I_PER_125']
4293	Heuven	['I_PER_17']	['I_PER_125']
4294	(	['']	[]
4295	PvdD	['']	[]
4296	)	['']	[]
4297	stelt	['']	[]
4298	dat	['']	[]
4299	het	['']	[]
4300	zaak	['']	[]
4301	is	['']	[]
4302	om	['']	[]
4303	zo	['']	[]
4304	snel	['']	[]
4305	mogelijk	['']	[]
4306	van	['']	[]
4307	alle	['']	[]
4308	fossiele	['']	[]
4309	brandstoffen	['']	[]
4310	af	['']	[]
4311	te	['']	[]
4312	komen	['']	[]
4313	.	['']	[]
4314	Waarom	['']	[]
4315	zou	['']	[]
4316	men	['']	[]
4317	dan	['']	[]
4318	op	['']	[]
4319	een	['']	[]
4320	bepaald	['']	[]
4321	punt	['']	[]
4322	stoppen	['']	[]
4323	?	['']	[]
4324	Het	['']	[]
4325	lijkt	['']	[]
4326	hem	['B_PER_17']	[]
4327	geen	['']	[]
4328	goed	['']	[]
4329	idee	['']	[]
4330	dat	['']	[]
4331	er	['']	[]
4332	in	['']	[]
4333	2040	['']	[]
4334	in	['']	[]
4335	een	['']	[]
4336	aantal	['']	[]
4337	gebouwen	['']	[]
4338	nog	['']	[]
4339	5%	['']	[]
4340	aardgas	['']	[]
4341	nodig	['']	[]
4342	is	['']	[]
4343	omdat	['']	[]
4344	de	['']	[]
4345	gemeente	['']	[]
4346	niet	['']	[]
4347	goed	['']	[]
4348	geïnvesteerd	['']	[]
4349	heeft	['']	[]
4350	.	['']	[]
4351	De	['B_PER_40']	[]
4352	heer	['I_PER_40']	['B_PER_126']
4353	Van	['I_PER_40']	['I_PER_126']
4354	Vliet	['I_PER_40']	['I_PER_126']
4355	(	['']	[]
4356	D66	['']	[]
4357	)	['']	[]
4358	dankt	['']	[]
4359	de	['']	[]
4360	Rekenkamer	['']	[]
4361	voor	['']	[]
4362	het	['']	[]
4363	rapport	['']	[]
4364	.	['']	[]
4365	Zijn	['B_PER_40']	[]
4366	fractie	['']	[]
4367	onderschrijft	['']	[]
4368	alle	['']	[]
4369	aanbevelingen	['']	[]
4370	.	['']	[]
4371	Ze	['']	[]
4372	heeft	['']	[]
4373	nog	['']	[]
4374	overwogen	['']	[]
4375	een	['']	[]
4376	amendement	['']	[]
4377	in	['']	[]
4378	te	['']	[]
4379	dienen	['']	[]
4380	om	['']	[]
4381	voor	['']	[]
4382	de	['']	[]
4383	komende	['']	[]
4384	winter	['']	[]
4385	stappen	['']	[]
4386	te	['']	[]
4387	zetten	['']	[]
4388	om	['']	[]
4389	Utrechtse	['']	[]
4390	vastgoedpanden	['']	[]
4391	op	['']	[]
4392	een	['']	[]
4393	lagere	['']	[]
4394	temperatuur	['']	[]
4395	in	['']	[]
4396	te	['']	[]
4397	stellen	['']	[]
4398	en	['']	[]
4399	isolatie	['']	[]
4400	aan	['']	[]
4401	te	['']	[]
4402	brengen	['']	[]
4403	.	['']	[]
4404	Dit	['']	[]
4405	blijkt	['']	[]
4406	echter	['']	[]
4407	lastig	['']	[]
4408	,	['']	[]
4409	omdat	['']	[]
4410	de	['']	[]
4411	gemeente	['']	[]
4412	de	['']	[]
4413	huurders	['']	[]
4414	niet	['']	[]
4415	kan	['']	[]
4416	dwingen	['']	[]
4417	deze	['']	[]
4418	stappen	['']	[]
4419	te	['']	[]
4420	nemen	['']	[]
4421	.	['']	[]
4422	Hij	['B_PER_40']	[]
4423	vraagt	['']	[]
4424	zowel	['']	[]
4425	de	['']	[]
4426	Rekenkamer	['']	[]
4427	als	['']	[]
4428	het	['']	[]
4429	college	['']	[]
4430	of	['']	[]
4431	de	['']	[]
4432	analyse	['']	[]
4433	klopt	['']	[]
4434	dat	['']	[]
4435	men	['']	[]
4436	deze	['']	[]
4437	stap	['']	[]
4438	niet	['']	[]
4439	kan	['']	[]
4440	nemen	['']	[]
4441	.	['']	[]
4442	Kan	['']	[]
4443	de	['']	[]
4444	wethouder	['']	[]
4445	toezeggen	['']	[]
4446	dat	['']	[]
4447	dit	['']	[]
4448	wel	['']	[]
4449	gerealiseerd	['']	[]
4450	wordt	['']	[]
4451	in	['']	[]
4452	de	['']	[]
4453	panden	['']	[]
4454	waar	['']	[]
4455	dit	['']	[]
4456	wel	['']	[]
4457	kan	['']	[]
4458	?	['']	[]
4459	Tot	['']	[]
4460	slot	['']	[]
4461	de	['']	[]
4462	volgende	['']	[]
4463	vraag	['']	[]
4464	aan	['']	[]
4465	de	['']	[]
4466	Rekenkamer	['']	[]
4467	en	['']	[]
4468	de	['']	[]
4469	wethouder	['']	[]
4470	:	['']	[]
4471	klopt	['']	[]
4472	het	['']	[]
4473	dat	['']	[]
4474	verduurzaming	['']	[]
4475	nu	['']	[]
4476	gekoppeld	['']	[]
4477	wordt	['']	[]
4478	aan	['']	[]
4479	de	['']	[]
4480	normale	['']	[]
4481	onderhoudscyclus	['']	[]
4482	van	['']	[]
4483	vastgoed	['']	[]
4484	en	['']	[]
4485	dat	['']	[]
4486	dit	['']	[]
4487	mede	['']	[]
4488	de	['']	[]
4489	oorzaak	['']	[]
4490	is	['']	[]
4491	van	['']	[]
4492	het	['']	[]
4493	niet	['']	[]
4494	halen	['']	[]
4495	van	['']	[]
4496	de	['']	[]
4497	duurzaamheidsdoelstellingen	['']	[]
4498	?	['']	[]
4499	Zou	['']	[]
4500	het	['']	[]
4501	dan	['']	[]
4502	kunnen	['']	[]
4503	helpen	['']	[]
4504	om	['']	[]
4505	deze	['']	[]
4506	cyclus	['']	[]
4507	te	['']	[]
4508	doorbreken	['']	[]
4509	door	['']	[]
4510	de	['']	[]
4511	landelijke	['']	[]
4512	wetgeving	['']	[]
4513	te	['']	[]
4514	volgen	['']	[]
4515	,	['']	[]
4516	die	['']	[]
4517	zegt	['']	[]
4518	dat	['']	[]
4519	elke	['']	[]
4520	verduurzaming	['']	[]
4521	die	['']	[]
4522	zich	['']	[]
4523	binnen	['']	[]
4524	vijf	['']	[]
4525	jaar	['']	[]
4526	terugverdient	['']	[]
4527	,	['']	[]
4528	gerealiseerd	['']	[]
4529	moet	['']	[]
4530	worden	['']	[]
4531	?	['']	[]
4532	Mevrouw	['B_PER_44']	['B_PER_127']
4533	Zwinkels	['I_PER_44']	['I_PER_127']
4534	(	['']	[]
4535	CDA	['']	[]
4536	)	['']	[]
4537	merkt	['']	[]
4538	op	['']	[]
4539	dat	['']	[]
4540	haar	['B_PER_44']	[]
4541	fractie	['']	[]
4542	in	['']	[]
4543	de	['']	[]
4544	commissie	['']	[]
4545	heeft	['']	[]
4546	begrepen	['']	[]
4547	dat	['']	[]
4548	de	['']	[]
4549	basis	['']	[]
4550	niet	['']	[]
4551	op	['']	[]
4552	orde	['']	[]
4553	is	['']	[]
4554	.	['']	[]
4555	Dat	['']	[]
4556	is	['']	[]
4557	kwalijk	['']	[]
4558	,	['']	[]
4559	zeker	['']	[]
4560	als	['']	[]
4561	de	['']	[]
4562	gemeente	['']	[]
4563	het	['']	[]
4564	goede	['']	[]
4565	voorbeeld	['']	[]
4566	wil	['']	[]
4567	geven	['']	[]
4568	.	['']	[]
4569	Haar	['B_PER_44']	[]
4570	fractie	['']	[]
4571	zal	['']	[]
4572	de	['']	[]
4573	motie	['']	[]
4574	van	['']	[]
4575	de	['']	[]
4576	VVD	['']	[]
4577	steunen	['']	[]
4578	en	['']	[]
4579	wacht	['']	[]
4580	het	['']	[]
4581	antwoord	['']	[]
4582	van	['']	[]
4583	het	['']	[]
4584	college	['']	[]
4585	op	['']	[]
4586	de	['']	[]
4587	motie	['']	[]
4588	van	['']	[]
4589	de	['']	[]
4590	PvdD	['']	[]
4591	af	['']	[]
4592	.	['']	[]
4593	Mevrouw	['B_PER_3']	['B_PER_128']
4594	Assen	['I_PER_3']	['I_PER_128']
4595	(	['']	[]
4596	PvdA	['']	[]
4597	)	['']	[]
4598	merkt	['']	[]
4599	op	['']	[]
4600	dat	['']	[]
4601	de	['']	[]
4602	conclusies	['']	[]
4603	in	['']	[]
4604	het	['']	[]
4605	Rekenkamerrapport	['']	[]
4606	er	['']	[]
4607	niet	['']	[]
4608	om	['']	[]
4609	liegen	['']	[]
4610	.	['']	[]
4611	Het	['']	[]
4612	is	['']	[]
4613	goed	['']	[]
4614	dat	['']	[]
4615	de	['']	[]
4616	wethouder	['']	[]
4617	alle	['']	[]
4618	aanbevelingen	['']	[]
4619	overneemt	['']	[]
4620	,	['']	[]
4621	want	['']	[]
4622	het	['']	[]
4623	is	['']	[]
4624	hard	['']	[]
4625	nodig	['']	[]
4626	om	['']	[]
4627	meer	['']	[]
4628	voortgang	['']	[]
4629	te	['']	[]
4630	boeken	['']	[]
4631	met	['']	[]
4632	de	['']	[]
4633	verduurzamingsopgave	['']	[]
4634	.	['']	[]
4635	Het	['']	[]
4636	is	['']	[]
4637	goed	['']	[]
4638	dat	['']	[]
4639	de	['']	[]
4640	raad	['']	[]
4641	tijdig	['']	[]
4642	wordt	['']	[]
4643	geïnformeerd	['']	[]
4644	als	['']	[]
4645	de	['']	[]
4646	gemeente	['']	[]
4647	op	['']	[]
4648	dit	['']	[]
4649	punt	['']	[]
4650	achterblijft	['']	[]
4651	,	['']	[]
4652	want	['']	[]
4653	dat	['']	[]
4654	is	['']	[]
4655	cruciaal	['']	[]
4656	om	['']	[]
4657	te	['']	[]
4658	kunnen	['']	[]
4659	sturen	['']	[]
4660	.	['']	[]
4661	Daarom	['']	[]
4662	vraagt	['']	[]
4663	ze	['B_PER_3']	[]
4664	de	['']	[]
4665	wethouder	['']	[]
4666	toe	['']	[]
4667	te	['']	[]
4668	zeggen	['']	[]
4669	om	['']	[]
4670	de	['']	[]
4671	raad	['']	[]
4672	jaarlijks	['']	[]
4673	te	['']	[]
4674	informeren	['']	[]
4675	over	['']	[]
4676	de	['']	[]
4677	stand	['']	[]
4678	van	['']	[]
4679	zaken	['']	[]
4680	rond	['']	[]
4681	de	['']	[]
4682	uitvoering	['']	[]
4683	van	['']	[]
4684	alle	['']	[]
4685	aanbevelingen	['']	[]
4686	van	['']	[]
4687	de	['']	[]
4688	Rekenkamer	['']	[]
4689	,	['']	[]
4690	en	['']	[]
4691	daarmee	['']	[]
4692	te	['']	[]
4693	beginnen	['']	[]
4694	,	['']	[]
4695	indien	['']	[]
4696	haalbaar	['']	[]
4697	,	['']	[]
4698	in	['']	[]
4699	Q2	['']	[]
4700	2023	['']	[]
4701	.	['']	[]
4702	Het	['']	[]
4703	is	['']	[]
4704	belangrijk	['']	[]
4705	dat	['']	[]
4706	er	['']	[]
4707	ambitieuze	['']	[]
4708	én	['']	[]
4709	haalbare	['']	[]
4710	doelen	['']	[]
4711	gesteld	['']	[]
4712	worden	['']	[]
4713	.	['']	[]
4714	Dat	['']	[]
4715	zou	['']	[]
4716	kunnen	['']	[]
4717	betekenen	['']	[]
4718	dat	['']	[]
4719	het	['']	[]
4720	in	['']	[]
4721	bepaalde	['']	[]
4722	situaties	['']	[]
4723	raadzaam	['']	[]
4724	kan	['']	[]
4725	zijn	['']	[]
4726	om	['']	[]
4727	eerst	['']	[]
4728	te	['']	[]
4729	kiezen	['']	[]
4730	voor	['']	[]
4731	bijna	['']	[]
4732	energieneutraal	['']	[]
4733	,	['']	[]
4734	voordat	['']	[]
4735	wordt	['']	[]
4736	overgegaan	['']	[]
4737	tot	['']	[]
4738	volledig	['']	[]
4739	energieneutraal	['']	[]
4740	.	['']	[]
4741	Maar	['']	[]
4742	de	['']	[]
4743	raad	['']	[]
4744	moet	['']	[]
4745	daar	['']	[]
4746	dan	['']	[]
4747	wel	['']	[]
4748	over	['']	[]
4749	geïnformeerd	['']	[]
4750	worden	['']	[]
4751	,	['']	[]
4752	zodat	['']	[]
4753	de	['']	[]
4754	raad	['']	[]
4755	daar	['']	[]
4756	zo	['']	[]
4757	nodig	['']	[]
4758	op	['']	[]
4759	kan	['']	[]
4760	sturen	['']	[]
4761	.	['']	[]
4762	Mevrouw	['B_PER_6']	['B_PER_129']
4763	Bode	['I_PER_6']	['I_PER_129']
4764	(	['']	[]
4765	Volt	['']	[]
4766	)	['']	[]
4767	merkt	['']	[]
4768	op	['']	[]
4769	dat	['']	[]
4770	Volt	['']	[]
4771	vindt	['']	[]
4772	dat	['']	[]
4773	Utrecht	['']	[]
4774	een	['']	[]
4775	voorbeeld	['']	[]
4776	moet	['']	[]
4777	en	['']	[]
4778	kan	['']	[]
4779	zijn	['']	[]
4780	op	['']	[]
4781	het	['']	[]
4782	gebied	['']	[]
4783	van	['']	[]
4784	klimaat	['']	[]
4785	en	['']	[]
4786	energietransitie	['']	[]
4787	.	['']	[]
4788	Het	['']	[]
4789	Rekenkamerrapport	['']	[]
4790	toont	['']	[]
4791	helaas	['']	[]
4792	aan	['']	[]
4793	dat	['']	[]
4794	de	['']	[]
4795	gemeente	['']	[]
4796	er	['']	[]
4797	Raadsvergadering	['']	[]
4798	van	['']	[]
4799	15	['']	[]
4800	september	['']	[]
4801	2022	['']	[]
4802	10	['']	[]
4803	ook	['']	[]
4804	op	['']	[]
4805	het	['']	[]
4806	punt	['']	[]
4807	van	['']	[]
4808	de	['']	[]
4809	verduurzaming	['']	[]
4810	van	['']	[]
4811	het	['']	[]
4812	eigen	['']	[]
4813	vastgoed	['']	[]
4814	nog	['']	[]
4815	niet	['']	[]
4816	is	['']	[]
4817	.	['']	[]
4818	Daarom	['']	[]
4819	is	['']	[]
4820	Volt	['']	[]
4821	blij	['']	[]
4822	dat	['']	[]
4823	het	['']	[]
4824	college	['']	[]
4825	alle	['']	[]
4826	aanbevelingen	['']	[]
4827	overneemt	['']	[]
4828	.	['']	[]
4829	Ze	['B_PER_6']	[]
4830	benadrukt	['']	[]
4831	dat	['']	[]
4832	er	['']	[]
4833	tempo	['']	[]
4834	gemaakt	['']	[]
4835	moet	['']	[]
4836	worden	['']	[]
4837	,	['']	[]
4838	want	['']	[]
4839	de	['']	[]
4840	klimaatverandering	['']	[]
4841	wacht	['']	[]
4842	niet	['']	[]
4843	.	['']	[]
4844	Volt	['']	[]
4845	steunt	['']	[]
4846	daarom	['']	[]
4847	de	['']	[]
4848	beide	['']	[]
4849	ingediende	['']	[]
4850	moties	['']	[]
4851	.	['']	[]
4852	De	['B_PER_10']	[]
4853	heer	['I_PER_10']	['B_PER_130']
4854	Dekkers	['I_PER_10']	['I_PER_130']
4855	(	['']	[]
4856	GroenLinks	['']	[]
4857	)	['']	[]
4858	stelt	['']	[]
4859	dat	['']	[]
4860	de	['']	[]
4861	gemeente	['']	[]
4862	behoorlijk	['']	[]
4863	grote	['']	[]
4864	ambities	['']	[]
4865	heeft	['']	[]
4866	,	['']	[]
4867	dat	['']	[]
4868	de	['']	[]
4869	onrendabele	['']	[]
4870	top	['']	[]
4871	het	['']	[]
4872	probleem	['']	[]
4873	is	['']	[]
4874	en	['']	[]
4875	dat	['']	[]
4876	de	['']	[]
4877	organisatie	['']	[]
4878	een	['']	[]
4879	en	['']	[]
4880	ander	['']	[]
4881	niet	['']	[]
4882	goed	['']	[]
4883	aankan	['']	[]
4884	.	['']	[]
4885	Daarom	['']	[]
4886	vindt	['']	[]
4887	zijn	['B_PER_10']	[]
4888	fractie	['']	[]
4889	het	['']	[]
4890	niet	['']	[]
4891	verstandig	['']	[]
4892	om	['']	[]
4893	er	['']	[]
4894	nu	['']	[]
4895	weer	['']	[]
4896	ambities	['']	[]
4897	bovenop	['']	[]
4898	te	['']	[]
4899	leggen	['']	[]
4900	.	['']	[]
4901	Het	['']	[]
4902	is	['']	[]
4903	verstandiger	['']	[]
4904	om	['']	[]
4905	te	['']	[]
4906	wachten	['']	[]
4907	op	['']	[]
4908	het	['']	[]
4909	plan	['']	[]
4910	van	['']	[]
4911	aanpak	['']	[]
4912	dat	['']	[]
4913	over	['']	[]
4914	zes	['']	[]
4915	weken	['']	[]
4916	verschijnt	['']	[]
4917	en	['']	[]
4918	het	['']	[]
4919	plan	['']	[]
4920	dat	['']	[]
4921	in	['']	[]
4922	het	['']	[]
4923	voorjaar	['']	[]
4924	zal	['']	[]
4925	volgen	['']	[]
4926	.	['']	[]
4927	Op	['']	[]
4928	basis	['']	[]
4929	daarvan	['']	[]
4930	kan	['']	[]
4931	dan	['']	[]
4932	bekeken	['']	[]
4933	worden	['']	[]
4934	wat	['']	[]
4935	precies	['']	[]
4936	aan	['']	[]
4937	ambities	['']	[]
4938	en	['']	[]
4939	organisatiekracht	['']	[]
4940	moet	['']	[]
4941	worden	['']	[]
4942	bijgesteld	['']	[]
4943	.	['']	[]
4944	De	['B_PER_17']	[]
4945	heer	['I_PER_17']	['B_PER_131']
4946	Van	['I_PER_17']	['I_PER_131']
4947	Heuven	['I_PER_17']	['I_PER_131']
4948	(	['']	[]
4949	PvdD	['']	[]
4950	)	['']	[]
4951	stelt	['']	[]
4952	vast	['']	[]
4953	dat	['']	[]
4954	er	['']	[]
4955	een	['']	[]
4956	dikke	['']	[]
4957	vette	['']	[]
4958	klimaatcrisis	['']	[]
4959	gaande	['']	[]
4960	is	['']	[]
4961	.	['']	[]
4962	De	['']	[]
4963	ambities	['']	[]
4964	moeten	['']	[]
4965	daarom	['']	[]
4966	niet	['']	[]
4967	worden	['']	[]
4968	bijgesteld	['']	[]
4969	,	['']	[]
4970	maar	['']	[]
4971	juist	['']	[]
4972	worden	['']	[]
4973	opgeschroefd	['']	[]
4974	.	['']	[]
4975	De	['B_PER_10']	[]
4976	heer	['I_PER_10']	['B_PER_132']
4977	Dekkers	['I_PER_10']	['I_PER_132']
4978	(	['']	[]
4979	GroenLinks	['']	[]
4980	)	['']	[]
4981	vindt	['']	[]
4982	dat	['']	[]
4983	de	['']	[]
4984	ambities	['']	[]
4985	inderdaad	['']	[]
4986	hoog	['']	[]
4987	moeten	['']	[]
4988	zijn	['']	[]
4989	.	['']	[]
4990	De	['']	[]
4991	terugverdientijd	['']	[]
4992	zou	['']	[]
4993	bijvoorbeeld	['']	[]
4994	in	['']	[]
4995	plaats	['']	[]
4996	van	['']	[]
4997	vijf	['']	[]
4998	jaar	['']	[]
4999	ook	['']	[]
5000	zeven	['']	[]
5001	of	['']	[]
5002	tien	['']	[]
5003	jaar	['']	[]
5004	kunnen	['']	[]
5005	zijn	['']	[]
5006	,	['']	[]
5007	zoals	['']	[]
5008	ook	['']	[]
5009	in	['']	[]
5010	andere	['']	[]
5011	gemeenten	['']	[]
5012	het	['']	[]
5013	geval	['']	[]
5014	is	['']	[]
5015	.	['']	[]
5016	Maar	['']	[]
5017	zijn	['B_PER_10']	[]
5018	fractie	['']	[]
5019	vindt	['']	[]
5020	het	['']	[]
5021	wel	['']	[]
5022	heel	['']	[]
5023	belangrijk	['']	[]
5024	dat	['']	[]
5025	er	['']	[]
5026	niet	['']	[]
5027	een	['']	[]
5028	plan	['']	[]
5029	gemaakt	['']	[]
5030	wordt	['']	[]
5031	waarvan	['']	[]
5032	over	['']	[]
5033	een	['']	[]
5034	paar	['']	[]
5035	jaar	['']	[]
5036	weer	['']	[]
5037	moet	['']	[]
5038	worden	['']	[]
5039	vastgesteld	['']	[]
5040	dat	['']	[]
5041	het	['']	[]
5042	onhaalbaar	['']	[]
5043	is	['']	[]
5044	.	['']	[]
5045	De	['']	[]
5046	ambities	['']	[]
5047	moeten	['']	[]
5048	hoog	['']	[]
5049	,	['']	[]
5050	maar	['']	[]
5051	wel	['']	[]
5052	realistisch	['']	[]
5053	zijn	['']	[]
5054	.	['']	[]
5055	Het	['']	[]
5056	moet	['']	[]
5057	nu	['']	[]
5058	niet	['']	[]
5059	ingewikkelder	['']	[]
5060	gemaakt	['']	[]
5061	worden	['']	[]
5062	door	['']	[]
5063	er	['']	[]
5064	allerlei	['']	[]
5065	andere	['']	[]
5066	dingen	['']	[]
5067	in	['']	[]
5068	te	['']	[]
5069	fietsen	['']	[]
5070	.	['']	[]
5071	De	['B_PER_17']	[]
5072	heer	['I_PER_17']	['B_PER_133']
5073	Van	['I_PER_17']	['I_PER_133']
5074	Heuven	['I_PER_17']	['I_PER_133']
5075	(	['']	[]
5076	PvdD	['']	[]
5077	)	['']	[]
5078	stelt	['']	[]
5079	dat	['']	[]
5080	de	['']	[]
5081	gevolgen	['']	[]
5082	van	['']	[]
5083	de	['']	[]
5084	klimaatcrisis	['']	[]
5085	zichtbaar	['']	[]
5086	zijn	['']	[]
5087	,	['']	[]
5088	ook	['']	[]
5089	deze	['']	[]
5090	zomer	['']	[]
5091	weer	['']	[]
5092	.	['']	[]
5093	Dan	['']	[]
5094	moet	['']	[]
5095	er	['']	[]
5096	toch	['']	[]
5097	geen	['']	[]
5098	water	['']	[]
5099	bij	['']	[]
5100	de	['']	[]
5101	wijn	['']	[]
5102	gedaan	['']	[]
5103	worden	['']	[]
5104	?	['']	[]
5105	De	['B_PER_10']	[]
5106	heer	['I_PER_10']	['B_PER_134']
5107	Dekkers	['I_PER_10']	['I_PER_134']
5108	(	['']	[]
5109	GroenLinks	['']	[]
5110	)	['']	[]
5111	antwoordt	['']	[]
5112	dat	['']	[]
5113	GroenLinks	['']	[]
5114	geen	['']	[]
5115	water	['']	[]
5116	bij	['']	[]
5117	de	['']	[]
5118	wijn	['']	[]
5119	wil	['']	[]
5120	doen	['']	[]
5121	.	['']	[]
5122	Ze	['']	[]
5123	wil	['']	[]
5124	dat	['']	[]
5125	er	['']	[]
5126	heel	['']	[]
5127	klare	['']	[]
5128	wijn	['']	[]
5129	gemaakt	['']	[]
5130	wordt	['']	[]
5131	.	['']	[]
5132	Maar	['']	[]
5133	de	['']	[]
5134	ambities	['']	[]
5135	die	['']	[]
5136	worden	['']	[]
5137	gesteld	['']	[]
5138	,	['']	[]
5139	moeten	['']	[]
5140	ook	['']	[]
5141	gerealiseerd	['']	[]
5142	kunnen	['']	[]
5143	worden	['']	[]
5144	.	['']	[]
5145	De	['B_PER_17']	[]
5146	heer	['I_PER_17']	['B_PER_135']
5147	Van	['I_PER_17']	['I_PER_135']
5148	Heuven	['I_PER_17']	['I_PER_135']
5149	(	['']	[]
5150	PvdD	['']	[]
5151	)	['']	[]
5152	stelt	['']	[]
5153	vast	['']	[]
5154	dat	['']	[]
5155	GroenLinks	['']	[]
5156	halfbakken	['']	[]
5157	wijn	['']	[]
5158	voorstelt	['']	[]
5159	.	['']	[]
5160	Daarmee	['']	[]
5161	wordt	['']	[]
5162	de	['']	[]
5163	energiecrisis	['']	[]
5164	niet	['']	[]
5165	bestreden	['']	[]
5166	,	['']	[]
5167	maar	['']	[]
5168	wordt	['']	[]
5169	in	['']	[]
5170	2040	['']	[]
5171	niet-energieneutraal	['']	[]
5172	vastgoed	['']	[]
5173	opgeleverd	['']	[]
5174	.	['']	[]
5175	Dat	['']	[]
5176	is	['']	[]
5177	blijkbaar	['']	[]
5178	de	['']	[]
5179	doelstelling	['']	[]
5180	van	['']	[]
5181	GroenLinks	['']	[]
5182	.	['']	[]
5183	De	['B_PER_10']	[]
5184	heer	['I_PER_10']	['B_PER_136']
5185	Dekkers	['I_PER_10']	['I_PER_136']
5186	(	['']	[]
5187	GroenLinks	['']	[]
5188	)	['']	[]
5189	herhaalt	['']	[]
5190	dat	['']	[]
5191	GroenLinks	['']	[]
5192	een	['']	[]
5193	heel	['']	[]
5194	ambitieuze	['']	[]
5195	aanpak	['']	[]
5196	van	['']	[]
5197	de	['']	[]
5198	problematiek	['']	[]
5199	nastreeft	['']	[]
5200	.	['']	[]
5201	De	['']	[]
5202	gemeente	['']	[]
5203	moet	['']	[]
5204	op	['']	[]
5205	dit	['']	[]
5206	punt	['']	[]
5207	het	['']	[]
5208	voorbeeld	['']	[]
5209	geven	['']	[]
5210	.	['']	[]
5211	Maar	['']	[]
5212	GroenLinks	['']	[]
5213	wil	['']	[]
5214	ook	['']	[]
5215	dat	['']	[]
5216	het	['']	[]
5217	daarvoor	['']	[]
5218	benodigde	['']	[]
5219	geld	['']	[]
5220	georganiseerd	['']	[]
5221	wordt	['']	[]
5222	en	['']	[]
5223	dat	['']	[]
5224	de	['']	[]
5225	organisatie	['']	[]
5226	zo	['']	[]
5227	krachtig	['']	[]
5228	is	['']	[]
5229	dat	['']	[]
5230	ze	['']	[]
5231	de	['']	[]
5232	ambities	['']	[]
5233	kan	['']	[]
5234	waarmaken	['']	[]
5235	.	['']	[]
5236	GroenLinks	['']	[]
5237	wil	['']	[]
5238	daar	['']	[]
5239	nu	['']	[]
5240	niet	['']	[]
5241	op	['']	[]
5242	vooruitlopen	['']	[]
5243	met	['']	[]
5244	allerlei	['']	[]
5245	voorstellen	['']	[]
5246	.	['']	[]
5247	De	['B_PER_37']	[]
5248	heer	['I_PER_37']	['B_PER_137']
5249	Sungur	['I_PER_37']	['I_PER_137']
5250	(	['']	[]
5251	DENK	['']	[]
5252	)	['']	[]
5253	vraagt	['']	[]
5254	de	['B_PER_10']	[]
5255	heer	['I_PER_10']	['B_PER_138']
5256	Dekkers	['I_PER_10']	['I_PER_138']
5257	of	['']	[]
5258	het	['']	[]
5259	niet	['']	[]
5260	gewoon	['']	[]
5261	gaat	['']	[]
5262	om	['']	[]
5263	politieke	['']	[]
5264	keuzes	['']	[]
5265	.	['']	[]
5266	De	['B_PER_10']	[]
5267	heer	['I_PER_10']	['B_PER_139']
5268	Dekkers	['I_PER_10']	['I_PER_139']
5269	(	['']	[]
5270	GroenLinks	['']	[]
5271	)	['']	[]
5272	beaamt	['']	[]
5273	dat	['']	[]
5274	.	['']	[]
5275	Maar	['']	[]
5276	het	['']	[]
5277	blijkt	['']	[]
5278	dat	['']	[]
5279	de	['']	[]
5280	dingen	['']	[]
5281	die	['']	[]
5282	de	['']	[]
5283	gemeente	['']	[]
5284	wilde	['']	[]
5285	doen	['']	[]
5286	niet	['']	[]
5287	haalbaar	['']	[]
5288	bleken	['']	[]
5289	,	['']	[]
5290	onder	['']	[]
5291	meer	['']	[]
5292	omdat	['']	[]
5293	de	['']	[]
5294	organisatie	['']	[]
5295	dat	['']	[]
5296	niet	['']	[]
5297	aankon	['']	[]
5298	.	['']	[]
5299	Er	['']	[]
5300	is	['']	[]
5301	tijd	['']	[]
5302	nodig	['']	[]
5303	om	['']	[]
5304	te	['']	[]
5305	zorgen	['']	[]
5306	dat	['']	[]
5307	de	['']	[]
5308	organisatie	['']	[]
5309	in	['']	[]
5310	staat	['']	[]
5311	is	['']	[]
5312	om	['']	[]
5313	de	['']	[]
5314	ambities	['']	[]
5315	waar	['']	[]
5316	te	['']	[]
5317	maken	['']	[]
5318	.	['']	[]
